sample,n,clusters,first_stage_coef,first_stage_se,first_stage_t,first_stage_F_t2,reduced_form_coef,reduced_form_se,iv_coef_raw,iv_se_raw,iv_coef_pp,iv_se_pp
All draft-exempt men,295611,1501,-0.009811369012299502,0.0005990491602780386,-16.378236817401962,268.24664124690116,-0.0017220720498966806,0.0007615307133345817,0.1755180187181793,0.07837052158146735,17.55180187181793,7.837052158146735
