region,coef_raw,se_raw,coef_pp,se_pp,ci_low_pp,ci_high_pp
Patagonia,-0.814971632136718,1.6231203042968403,-81.4971632136718,162.31203042968403,-399.62874285585247,236.6344164285089
NEA,-0.03118901361736448,0.37240399710142597,-3.118901361736448,37.2403997101426,-76.11008479361594,69.87228207014304
Cuyo,0.04906727728493365,0.239496710855535,4.906727728493365,23.9496710855535,-42.034627599191495,51.848083056178226
GBA,0.1421124213372167,0.1827168238837515,14.211242133721669,18.271682388375147,-21.60125534749362,50.02373961493696
Pampeana,0.21046157479358385,0.08676954119003057,21.046157479358385,8.676954119003057,4.0393274061123945,38.05298755260438
NOA,0.33661111436060764,0.3188637726027952,33.661111436060764,31.88637726027952,-28.83618799408709,96.15841086620863
